gene_id	ERR4231004	ERR4231005	ERR4231006	ERR4231007	ERR4231008	ERR4231009
ENSG00000000003	940	682	577	1362	534	2044
ENSG00000000005	0	0	0	0	0	0
ENSG00000000419	1999	1726	1868	1799	830	3061
ENSG00000000457	118	99	109	112	47	227
ENSG00000000460	471	461	577	439	159	640
ENSG00000000938	0	0	0	0	0	1
ENSG00000000971	167	49	68	257	57	359
ENSG00000001036	2605	2087	2106	3058	1545	5533
ENSG00000001084	305	357	427	342	229	721
ENSG00000001167	1165	806	848	737	274	992
ENSG00000001460	101	59	103	69	26	136
ENSG00000001461	291	190	195	315	163	637
ENSG00000001497	2274	2419	2493	1558	946	3090
ENSG00000001561	346	348	337	207	84	248
ENSG00000001617	111	53	65	64	48	175
ENSG00000001626	0	0	0	0	0	1
ENSG00000001629	1014	686	731	1163	462	2413
ENSG00000001630	21	14	16	24	13	70
ENSG00000001631	78	77	76	52	32	75
ENSG00000002016	102	94	99	75	50	150
ENSG00000002079	1	2	3	1	1	0
ENSG00000002330	133	96	79	93	68	281
ENSG00000002549	1170	1156	1190	1154	585	1894
ENSG00000002586	2475	1797	1707	2151	1035	3778
ENSG00000002587	110	48	53	87	28	167
ENSG00000002726	0	0	0	0	0	0
ENSG00000002745	2	1	1	1	0	1
ENSG00000002746	20	17	18	43	13	72
ENSG00000002822	569	451	467	372	245	789
ENSG00000002834	4170	2937	3028	2801	1101	3847
ENSG00000002919	287	260	335	414	316	1049
ENSG00000002933	0	0	0	0	0	0
ENSG00000003056	2246	1832	2042	2273	1214	4063
ENSG00000003096	102	94	111	60	23	100
ENSG00000003137	93	16	15	224	122	1015
ENSG00000003147	55	43	42	17	3	43
ENSG00000003249	184	176	163	179	161	584
ENSG00000003393	927	645	825	995	494	1821
ENSG00000003400	0	0	0	0	0	1
ENSG00000003402	303	319	395	288	185	597
ENSG00000003436	590	483	629	1718	1089	4202
ENSG00000003509	288	267	237	323	150	541
ENSG00000003756	815	859	847	837	624	2199
ENSG00000003987	21	26	22	27	16	74
ENSG00000003989	0	0	0	0	0	0
ENSG00000004059	489	324	319	402	190	787
ENSG00000004139	145	108	127	93	81	241
ENSG00000004142	2314	1974	2187	3323	1786	6557
ENSG00000004399	51	32	30	33	17	47
ENSG00000004455	5840	4783	4658	5426	2685	9755
ENSG00000004468	0	0	2	2	0	1
ENSG00000004478	2914	2853	2490	2462	1383	4479
ENSG00000004487	3464	3229	3435	2557	1345	4355
ENSG00000004534	1604	1484	1579	1233	730	2524
ENSG00000004660	249	197	172	108	35	205
ENSG00000004700	1410	1094	1155	1159	488	1783
ENSG00000004766	382	351	329	361	166	578
ENSG00000004776	4	2	1	0	0	0
ENSG00000004777	190	171	141	105	91	282
ENSG00000004779	1237	1197	1263	1326	798	2686
ENSG00000004799	0	0	0	0	0	0
ENSG00000004809	0	0	0	0	0	0
ENSG00000004838	22	9	18	13	4	11
ENSG00000004846	0	0	0	0	0	0
ENSG00000004848	0	0	0	0	0	1
ENSG00000004864	1043	883	1031	836	386	1450
ENSG00000004866	522	549	607	980	815	3457
ENSG00000004897	1942	1728	1928	1601	639	2537
ENSG00000004939	0	0	0	0	0	0
ENSG00000004948	2	0	5	0	0	0
ENSG00000004961	1117	978	1011	1251	612	2531
ENSG00000004975	1758	1312	1407	1283	840	3181
ENSG00000005001	0	0	0	0	0	1
ENSG00000005007	2329	2070	2293	2441	1677	5989
ENSG00000005020	117	67	47	54	19	69
ENSG00000005022	10836	10693	11221	10146	5058	15760
ENSG00000005059	409	384	359	336	179	712
ENSG00000005073	40	64	100	39	16	72
ENSG00000005075	266	223	248	231	131	512
ENSG00000005100	2606	2483	3227	2317	1131	4385
ENSG00000005102	0	0	0	0	1	3
ENSG00000005108	0	0	0	0	0	0
ENSG00000005156	653	438	511	481	275	878
ENSG00000005175	785	625	728	561	242	827
ENSG00000005187	2	4	0	0	0	1
ENSG00000005189	173	140	161	78	30	150
ENSG00000005194	1355	1408	1558	876	491	1707
ENSG00000005206	280	313	273	238	223	960
ENSG00000005238	408	302	336	466	207	833
ENSG00000005243	1	2	0	0	4	1
ENSG00000005249	172	144	110	93	39	153
ENSG00000005302	796	673	800	550	205	781
ENSG00000005339	1422	907	1001	1631	746	3307
ENSG00000005379	1	0	0	0	0	0
ENSG00000005381	0	0	0	0	0	0
ENSG00000005421	0	0	0	0	0	0
ENSG00000005436	252	247	314	211	91	347
ENSG00000005448	729	548	402	399	150	434
ENSG00000005469	105	59	90	63	42	58
ENSG00000005471	2	0	2	2	1	1
ENSG00000005483	1138	804	852	1401	684	3213
ENSG00000005486	639	572	496	897	531	1771
ENSG00000005513	5	13	20	4	4	15
ENSG00000005700	1007	694	807	769	307	1438
ENSG00000005801	225	280	315	341	209	885
ENSG00000005810	1519	1154	1441	1526	510	2288
ENSG00000005812	513	421	473	678	300	1603
ENSG00000005844	0	1	1	0	0	0
ENSG00000005882	104	83	58	56	12	66
ENSG00000005884	7867	5037	4227	7049	2906	10836
ENSG00000005889	1482	1073	1204	1051	508	2144
ENSG00000005893	5267	3335	3845	4806	1963	7497
ENSG00000005961	3	1	1	0	0	2
ENSG00000005981	0	0	0	0	0	0
ENSG00000006007	1168	933	1015	1622	728	2690
ENSG00000006015	172	157	134	150	106	321
ENSG00000006016	25	31	24	31	33	107
ENSG00000006025	93	115	87	120	94	369
ENSG00000006042	0	0	0	0	0	0
ENSG00000006047	1	1	3	1	1	2
ENSG00000006059	0	0	0	0	0	0
ENSG00000006062	761	546	504	461	368	1191
ENSG00000006071	0	0	0	0	0	0
ENSG00000006116	0	0	0	0	0	0
ENSG00000006118	652	494	557	557	378	1309
ENSG00000006125	6384	4786	4528	6794	2817	9882
ENSG00000006128	0	0	0	0	0	0
ENSG00000006194	721	570	600	739	500	1728
ENSG00000006210	0	0	0	0	0	0
ENSG00000006282	895	691	709	436	210	805
ENSG00000006283	0	2	1	5	1	13
ENSG00000006327	1936	1981	2960	1547	1204	4908
ENSG00000006377	2	0	0	1	0	1
ENSG00000006432	542	479	533	743	335	1891
ENSG00000006451	1066	898	973	1215	551	2251
ENSG00000006453	176	146	175	278	131	406
ENSG00000006459	143	87	79	135	39	237
ENSG00000006468	113	162	182	166	50	173
ENSG00000006530	780	782	937	782	463	1517
ENSG00000006534	125	45	65	58	29	163
ENSG00000006555	0	0	0	0	0	0
ENSG00000006576	1048	734	911	777	302	1335
ENSG00000006606	0	0	0	4	0	4
ENSG00000006607	818	698	829	612	310	1173
ENSG00000006611	0	0	0	0	0	0
ENSG00000006625	409	429	485	387	186	645
ENSG00000006634	710	647	766	691	346	1478
ENSG00000006638	61	44	53	48	29	107
ENSG00000006652	1516	1393	1482	1798	1041	3901
ENSG00000006659	0	0	0	0	0	0
ENSG00000006695	690	642	686	1084	612	2334
ENSG00000006704	296	319	319	208	131	495
ENSG00000006712	1478	1222	1356	986	596	1883
ENSG00000006715	1362	931	923	1052	382	1385
ENSG00000006740	44	68	65	27	19	68
ENSG00000006744	2666	2689	2564	2529	1580	4960
ENSG00000006747	2	2	0	0	0	2
ENSG00000006756	0	0	0	0	0	6
ENSG00000006757	140	82	69	82	23	125
ENSG00000006788	0	0	0	0	0	0
ENSG00000006831	1810	1569	1802	1709	872	3104
ENSG00000006837	10	19	6	4	9	18
ENSG00000007001	0	0	0	0	0	0
ENSG00000007038	0	0	0	0	0	0
ENSG00000007047	519	424	424	598	263	1042
ENSG00000007062	1	5	1	1	0	0
ENSG00000007080	550	440	422	515	378	1433
ENSG00000007129	0	0	0	0	0	0
ENSG00000007168	4914	3897	4179	5399	2625	10806
ENSG00000007171	0	0	0	0	0	0
ENSG00000007174	0	0	0	0	1	0
ENSG00000007202	3235	2457	2534	3230	1514	5497
ENSG00000007216	0	0	0	0	0	0
ENSG00000007237	1	1	0	0	0	0
ENSG00000007255	50	26	25	38	11	79
ENSG00000007264	0	0	1	0	1	0
ENSG00000007306	0	0	0	0	0	0
ENSG00000007312	0	0	0	0	0	0
ENSG00000007314	0	0	0	0	0	0
ENSG00000007341	146	126	192	290	154	662
ENSG00000007350	0	0	0	0	0	0
ENSG00000007372	435	359	336	467	202	655
ENSG00000007376	519	518	537	654	515	1596
ENSG00000007384	247	224	226	204	119	550
ENSG00000007392	454	430	458	565	347	1226
ENSG00000007402	27	15	19	20	6	60
ENSG00000007516	2	6	11	4	1	8
ENSG00000007520	322	237	234	375	258	1045
ENSG00000007541	398	320	283	306	191	776
ENSG00000007545	235	210	205	227	137	524
ENSG00000007866	137	163	175	103	56	168
ENSG00000007908	0	0	1	0	0	0
ENSG00000007923	1780	1853	1811	940	498	1903
ENSG00000007933	0	0	0	0	0	1
ENSG00000007944	44	27	42	65	28	222
ENSG00000007952	4	3	3	1	2	18
ENSG00000007968	271	347	366	281	192	486
ENSG00000008018	1638	1252	1423	1416	695	2374
ENSG00000008056	21	11	21	15	4	37
ENSG00000008083	843	659	886	1411	841	4268
ENSG00000008086	341	229	235	382	135	584
ENSG00000008118	0	0	0	0	0	0
ENSG00000008128	44	71	52	24	29	133
ENSG00000008130	1350	1113	1302	1480	970	3742
ENSG00000008196	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0
ENSG00000008226	0	2	2	2	0	1
